index,genres,keywords,popularity,revenue,title,vote_average,vote_count,cast,director,soup
3873,"['action', 'drama', 'horror', 'crime', 'thriller']","['usa', 'femalenudity', 'detective', 'musicteacher', 'nudity']",5.643023,0,class of 1984,6.2,66,"['perryking', 'merrielynnross', 'timvanpatten', 'michaelj.fox', 'roddymcdowall']",markl.lester,usa femalenudity detective musicteacher nudity perryking merrielynnross timvanpatten michaelj.fox roddymcdowall action drama horror crime thriller markl.lester
3875,"['romance', 'drama']","['lust', 'lovecrime']",0.11615,7,dreaming of joseph lees,8.0,1,"['rupertgraves', 'samanthamorton', 'nicholaswoodeson', 'leeross', 'felixbillson']",ericstyles,lust lovecrime rupertgraves samanthamorton nicholaswoodeson leeross felixbillson romance drama ericstyles
3876,['drama'],"['paris', 'sociallydeprivedfamily', 'literature', 'illegalimmigration', 'immigrant']",13.437038000000001,28814580,the class,6.8,174,"['françoisbégaudeau', 'franckkeïta', 'esmeraldaouertani', 'rachelregulier', 'weihuang']",laurentcantet,paris sociallydeprivedfamily literature illegalimmigration immigrant françoisbégaudeau franckkeïta esmeraldaouertani rachelregulier weihuang drama laurentcantet
3877,"['horror', 'drama', 'mystery']","['anti-christ', 'contemporarysetting', 'laundry', 'occult', 'demonicpossession']",26.180367,33395426,rosemary's baby,7.5,863,"['miafarrow', 'johncassavetes', 'ruthgordon', 'sidneyblackmer', 'mauriceevans']",romanpolanski,anti-christ contemporarysetting laundry occult demonicpossession miafarrow johncassavetes ruthgordon sidneyblackmer mauriceevans horror drama mystery romanpolanski
3878,['western'],"['gunslinger', 'showdown', 'funeral', 'legend', 'toshootdead']",11.735287,8000000,the man who shot liberty valance,7.4,265,"['johnwayne', 'jamesstewart', 'veramiles', 'leemarvin', ""edmondo'brien""]",johnford,gunslinger showdown funeral legend toshootdead johnwayne jamesstewart veramiles leemarvin edmondo'brien western johnford
3879,"['drama', 'romance']","[""children'sbook"", ""asperger'ssyndrome"", 'electricalengineer', ""asperger's""]",8.308442,2277396,adam,6.9,150,"['hughdancy', 'rosebyrne', 'petergallagher', 'amyirving', 'frankiefaison']",maxmayer,children'sbook asperger'ssyndrome electricalengineer asperger's hughdancy rosebyrne petergallagher amyirving frankiefaison drama romance maxmayer
3880,"['drama', 'thriller', 'crime']","['individual', 'newyork', 'adolescence', 'colombia', 'drugtraffic']",3.027892,0,maria full of grace,6.9,101,"['catalinasandinomoreno', 'guiliedlopez', 'yennypaolavega', 'johnálextoro', 'virginaariza']",joshuamarston,individual newyork adolescence colombia drugtraffic catalinasandinomoreno guiliedlopez yennypaolavega johnálextoro virginaariza drama thriller crime joshuamarston
3881,"['drama', 'romance', 'comedy']","['gay', 'lossofmother', 'secret', 'comingout', 'lossoffather']",11.933449000000001,5332926,beginners,6.8,347,"['ewanmcgregor', 'christopherplummer', 'mélanielaurent', 'goranvisnjic', 'kailennox']",mikemills,gay lossofmother secret comingout lossoffather ewanmcgregor christopherplummer mélanielaurent goranvisnjic kailennox drama romance comedy mikemills
3882,"['action', 'comedy', 'horror']","['monster', 'pub', 'duringcreditsstinger']",8.825113,658573,feast,6.1,160,"['balthazargetty', 'henryrollins', 'navirawat', 'judahfriedlander', 'jasonmewes']",johngulager,monster pub duringcreditsstinger balthazargetty henryrollins navirawat judahfriedlander jasonmewes action comedy horror johngulager
3883,['comedy'],"['sex', 'nudity', 'college', 'fraternity', 'grossoutcomedy']",17.332585,141000000,animal house,7.0,418,"['johnbelushi', 'timmatheson', 'johnvernon', 'vernabloom', 'tomhulce']",johnlandis,sex nudity college fraternity grossoutcomedy johnbelushi timmatheson johnvernon vernabloom tomhulce comedy johnlandis
3884,"['adventure', 'action', 'thriller']","['secretorganization', 'secretintelligenceservice', 'nuclearradiation', 'fortknox', 'astonmartin']",47.812466,124881062,goldfinger,7.2,987,"['seanconnery', 'honorblackman', 'gertfröbe', 'shirleyeaton', 'taniamallet']",guyhamilton,secretorganization secretintelligenceservice nuclearradiation fortknox astonmartin seanconnery honorblackman gertfröbe shirleyeaton taniamallet adventure action thriller guyhamilton
3886,"['drama', 'family', 'fantasy']","['holiday', 'angel', 'basedonnovel', 'bank', 'suicideattempt']",42.868495,9644124,it's a wonderful life,8.0,1076,"['jamesstewart', 'donnareed', 'lionelbarrymore', 'thomasmitchell', 'henrytravers']",frankcapra,holiday angel basedonnovel bank suicideattempt jamesstewart donnareed lionelbarrymore thomasmitchell henrytravers drama family fantasy frankcapra
3887,"['drama', 'crime']","['londonengland', 'alcohol', 'sex', 'basedonnovel', 'drugaddiction']",63.513324,16491080,trainspotting,7.8,2655,"['ewanmcgregor', 'ewenbremner', 'jonnyleemiller', 'robertcarlyle', 'kellymacdonald']",dannyboyle,londonengland alcohol sex basedonnovel drugaddiction ewanmcgregor ewenbremner jonnyleemiller robertcarlyle kellymacdonald drama crime dannyboyle
3890,"['comedy', 'romance']","['falseidentity', 'beguilement', 'lottery', 'village', 'jackpot']",5.735912,0,waking ned,7.4,54,"['ianbannen', 'davidkelly', 'fionnulaflanagan', 'susanlynch', 'brendandempsey']",kirkjones,falseidentity beguilement lottery village jackpot ianbannen davidkelly fionnulaflanagan susanlynch brendandempsey comedy romance kirkjones
3891,['documentary'],"['usa', 'canada', 'gun', 'homicide', 'toshootdead']",11.414843,35564473,bowling for columbine,7.3,453,"['michaelmoore', 'georgeh.w.bush', 'georgew.bush', 'dickclark', 'charltonheston']",michaelmoore,usa canada gun homicide toshootdead michaelmoore georgeh.w.bush georgew.bush dickclark charltonheston documentary michaelmoore
3892,['drama'],"['arrangedmarriage', 'laborcamp']",6.017273,0,coming home,6.9,49,"['gongli', 'chendao-ming', 'guotao', 'zhangjia-yi', 'yanni']",zhangyimou,arrangedmarriage laborcamp gongli chendao-ming guotao zhangjia-yi yanni drama zhangyimou
3894,"['drama', 'romance']","['kiss', 'bedandbreakfastplace', 'florence']",7.961558999999999,20966644,a room with a view,6.9,156,"['maggiesmith', 'helenabonhamcarter', 'denholmelliott', 'juliansands', 'simoncallow']",jamesivory,kiss bedandbreakfastplace florence maggiesmith helenabonhamcarter denholmelliott juliansands simoncallow drama romance jamesivory
3896,"['horror', 'thriller', 'mystery']","['drowning', 'pennsylvania', 'childmurderer', 'carsetonfire', 'murder']",41.045084,77712439,sinister,6.7,1573,"['ethanhawke', 'julietrylance', ""vincentd'onofrio"", 'jamesransone', 'freddaltonthompson']",scottderrickson,drowning pennsylvania childmurderer carsetonfire murder ethanhawke julietrylance vincentd'onofrio jamesransone freddaltonthompson horror thriller mystery scottderrickson
3898,"['drama', 'romance']","['individual', 'suicide', 'southernusa', 'adultery', 'mississippi']",16.553594,17570324,cat on a hot tin roof,7.6,165,"['elizabethtaylor', 'paulnewman', 'burlives', 'judithanderson', 'jackcarson']",richardbrooks,individual suicide southernusa adultery mississippi elizabethtaylor paulnewman burlives judithanderson jackcarson drama romance richardbrooks
3899,"['adventure', 'sciencefiction', 'mystery']","['mutant', 'dystopia', 'survivor', 'astronaut', 'ape']",24.393296,18999718,beneath the planet of the apes,6.2,361,"['jamesfranciscus', 'kimhunter', 'mauriceevans', 'lindaharrison', 'charltonheston']",tedpost,mutant dystopia survivor astronaut ape jamesfranciscus kimhunter mauriceevans lindaharrison charltonheston adventure sciencefiction mystery tedpost
3903,"['drama', 'history', 'war']","['japan', 'resistance', 'japanese', 'river', 'prisonersofwar']",23.109959,33300000,the bridge on the river kwai,7.7,542,"['williamholden', 'alecguinness', 'jackhawkins', 'sessuehayakawa', 'jamesdonald']",davidlean,japan resistance japanese river prisonersofwar williamholden alecguinness jackhawkins sessuehayakawa jamesdonald drama history war davidlean
3905,"['comedy', 'crime', 'thriller']","['fortuneteller', 'kidnapping', 'falseidentity', 'heir', 'spiritualist']",3.8328580000000003,7900000,family plot,6.7,86,"['barbaraharris', 'brucedern', 'karenblack', 'williamdevane', 'edlauter']",alfredhitchcock,fortuneteller kidnapping falseidentity heir spiritualist barbaraharris brucedern karenblack williamdevane edlauter comedy crime thriller alfredhitchcock
3906,"['comedy', 'drama', 'romance']","['newyork', ""newyear'seve"", 'lovesickness', 'agedifference', 'suicideattempt']",22.889294,25000000,the apartment,8.1,483,"['jacklemmon', 'shirleymaclaine', 'fredmacmurray', 'raywalston', 'jackkruschen']",billywilder,newyork newyear'seve lovesickness agedifference suicideattempt jacklemmon shirleymaclaine fredmacmurray raywalston jackkruschen comedy drama romance billywilder
3908,"['mystery', 'thriller']","['coldwar', 'eastgermany']",7.924982000000001,13000000,torn curtain,6.4,120,"['paulnewman', 'julieandrews', 'lilakedrova', 'hansjörgfelmy', 'tamaratoumanova']",alfredhitchcock,coldwar eastgermany paulnewman julieandrews lilakedrova hansjörgfelmy tamaratoumanova mystery thriller alfredhitchcock
3909,"['comedy', 'documentary', 'music']","['blackpeople', 'hip-hop', 'blockparty', 'megaphone', 'classroom']",1.697846,11718595,dave chappelle's block party,6.4,28,"['davechappelle', 'erykahbadu', 'common', 'yasiinbey', 'bilal']",michelgondry,blackpeople hip-hop blockparty megaphone classroom davechappelle erykahbadu common yasiinbey bilal comedy documentary music michelgondry
3910,"['romance', 'thriller', 'western']","['fire', 'bountyhunter', 'shotgun', 'horsebackriding', 'horse']",14.936660999999999,229094,slow west,6.6,367,"['michaelfassbender', 'kodismit-mcphee', 'benmendelsohn', 'carenpistorius', 'rorymccann']",johnmaclean,fire bountyhunter shotgun horsebackriding horse michaelfassbender kodismit-mcphee benmendelsohn carenpistorius rorymccann romance thriller western johnmaclean
3913,['drama'],"['evangelist', 'revivalism']",6.734964999999999,10400000,elmer gantry,7.3,41,"['burtlancaster', 'jeansimmons', 'arthurkennedy', 'deanjagger', 'shirleyjones']",richardbrooks,evangelist revivalism burtlancaster jeansimmons arthurkennedy deanjagger shirleyjones drama richardbrooks
3914,"['drama', 'history']","['judge', 'concentrationcamp', 'worldwarii', 'nazis', 'courtcase']",13.338539,10000000,judgment at nuremberg,7.6,155,"['spencertracy', 'burtlancaster', 'richardwidmark', 'marlenedietrich', 'maximilianschell']",stanleykramer,judge concentrationcamp worldwarii nazis courtcase spencertracy burtlancaster richardwidmark marlenedietrich maximilianschell drama history stanleykramer
3916,['western'],"['texas', 'dangerous', 'kansas', 'cattledrive', 'revenge']",5.3448150000000005,9012000,red river,7.3,82,"['johnwayne', 'montgomeryclift', 'joannedru', 'walterbrennan', 'coleengray']",arthurrosson,texas dangerous kansas cattledrive revenge johnwayne montgomeryclift joannedru walterbrennan coleengray western arthurrosson
3918,"['romance', 'drama']","['hotel', 'airport', 'hotelroom', 'greece', 'dream']",23.299907,11176469,before midnight,7.4,568,"['ethanhawke', 'juliedelpy', 'seamusdavey-fitzpatrick', 'jenniferprior', 'charlotteprior']",richardlinklater,hotel airport hotelroom greece dream ethanhawke juliedelpy seamusdavey-fitzpatrick jenniferprior charlotteprior romance drama richardlinklater
3920,"['action', 'horror', 'sciencefiction', 'thriller']","['portal', 'undertaker', 'evil', 'tallman', 'sentinals']",5.003615,7282851,phantasm ii,6.3,94,"['jameslegros', 'reggiebannister', 'angusscrimm', 'paulairvine', 'samanthaphillips']",doncoscarelli,portal undertaker evil tallman sentinals jameslegros reggiebannister angusscrimm paulairvine samanthaphillips action horror sciencefiction thriller doncoscarelli
3923,"['drama', 'foreign', 'romance']","['siteofpilgrimage', 'widow', 'varanasi', 'hinduism', 'childbride']",2.787375,10422387,water,6.8,34,"['lisaray', 'sarala', 'johnabraham', 'seemabiswas', 'waheedarehman']",deepamehta,siteofpilgrimage widow varanasi hinduism childbride lisaray sarala johnabraham seemabiswas waheedarehman drama foreign romance deepamehta
3924,['comedy'],"['islam', 'hippie', 'fathersonrelationship', 'muslim', 'jealousy']",3.6673720000000003,28200000,east is east,6.5,59,"['ompuri', 'lindabassett', 'ianaspinall', 'jimimistry', 'archiepanjabi']",damieno'donnell,islam hippie fathersonrelationship muslim jealousy ompuri lindabassett ianaspinall jimimistry archiepanjabi comedy damieno'donnell
3928,"['family', 'fantasy']","['chocolate', 'factoryworker', 'basedonnovel', 'candy', 'tvaddictedperson']",23.981601,4000000,willy wonka & the chocolate factory,7.4,798,"['genewilder', 'jackalbertson', 'peterostrum', 'roykinnear', 'denisenickerson']",melstuart,chocolate factoryworker basedonnovel candy tvaddictedperson genewilder jackalbertson peterostrum roykinnear denisenickerson family fantasy melstuart
3931,"['drama', 'romance']","['lovetriangle', 'chicago', 'wifehusbandrelationship', 'texas', 'field']",13.857194,0,days of heaven,7.6,234,"['richardgere', 'brookeadams', 'lindamanz', 'samshepard', 'robertj.wilke']",terrencemalick,lovetriangle chicago wifehusbandrelationship texas field richardgere brookeadams lindamanz samshepard robertj.wilke drama romance terrencemalick
3932,['drama'],"['independentfilm', 'womandirector']",6.997495,0,thirteen conversations about one thing,6.4,25,"['johnturturro', 'cleaduvall', 'matthewmcconaughey', 'amyirving', 'alanarkin']",jillsprecher,independentfilm womandirector johnturturro cleaduvall matthewmcconaughey amyirving alanarkin drama jillsprecher
3934,"['drama', 'history']","['newyork', 'sex', 'drugabuse', 'homelessperson', 'newlove']",3.6366339999999995,3011195,basquiat,6.6,94,"['jeffreywright', 'davidbowie', 'dennishopper', 'garyoldman', 'beniciodeltoro']",julianschnabel,newyork sex drugabuse homelessperson newlove jeffreywright davidbowie dennishopper garyoldman beniciodeltoro drama history julianschnabel
3935,"['comedy', 'drama']","['friendship', 'loneliness', 'blackandwhite', 'responsibility', 'latecomingofage']",15.492257,4069826,frances ha,7.2,345,"['gretagerwig', 'mickeysumner', 'adamdriver', 'michaelzegen', 'michaelesper']",noahbaumbach,friendship loneliness blackandwhite responsibility latecomingofage gretagerwig mickeysumner adamdriver michaelzegen michaelesper comedy drama noahbaumbach
3936,"['crime', 'drama']","['slum', 'baby', 'fight', 'nudity', 'leader']",2.504169,9879971,tsotsi,6.9,94,"['presleychweneyagae', 'jerrymofokeng', 'terrypheto', 'kennethnkosi', 'zenzongqobe']",gavinhood,slum baby fight nudity leader presleychweneyagae jerrymofokeng terrypheto kennethnkosi zenzongqobe crime drama gavinhood
3937,"['comedy', 'drama']","['rape', 'sistersisterrelationship', 'lover(female)', 'pedophilia', 'sister']",10.757539,2807390,happiness,7.4,194,"['janeadams', 'jonlovitz', 'philipseymourhoffman', 'dylanbaker', 'evansilverberg']",toddsolondz,rape sistersisterrelationship lover(female) pedophilia sister janeadams jonlovitz philipseymourhoffman dylanbaker evansilverberg comedy drama toddsolondz
3940,"['drama', 'thriller', 'mystery', 'action']","['sushirestaurant', 'rageandhate', 'notebook', 'daughter', 'hostility']",56.763490000000004,14980005,oldboy,8.0,1945,"['choimin-sik', 'yooji-tae', 'kanghye-jung', 'kimbyeong-ok', 'ohdal-su']",parkchan-wook,sushirestaurant rageandhate notebook daughter hostility choimin-sik yooji-tae kanghye-jung kimbyeong-ok ohdal-su drama thriller mystery action parkchan-wook
3941,"['action', 'drama', 'family', 'thriller']","['letter', 'hope', 'postman', 'god', 'cancer']",3.6448720000000003,0,letters to god,6.5,37,"['robynlively', 'jeffreyjohnson', 'baileemadison', 'mareecheatham', 'tannermaguire']",patrickdoughtie,letter hope postman god cancer robynlively jeffreyjohnson baileemadison mareecheatham tannermaguire action drama family thriller patrickdoughtie
3944,"['comedy', 'drama', 'thriller']","['prison', 'attempttoescape', 'stepfather', 'independentfilm', 'hitchhiker']",4.682881,0,freeway,6.5,95,"['kiefersutherland', 'reesewitherspoon', 'wolfgangbodison', 'danhedaya', 'amandaplummer']",matthewbright,prison attempttoescape stepfather independentfilm hitchhiker kiefersutherland reesewitherspoon wolfgangbodison danhedaya amandaplummer comedy drama thriller matthewbright
3946,['drama'],"['dancing', 'mother', 'alcohol', 'sex', 'adultery']",12.68672,2357852,fish tank,6.9,250,"['katiejarvis', 'michaelfassbender', 'kierstonwareing', 'rebeccagriffiths', 'harrytreadaway']",andreaarnold,dancing mother alcohol sex adultery katiejarvis michaelfassbender kierstonwareing rebeccagriffiths harrytreadaway drama andreaarnold
